PMC2874689	R04002	0	7	FA 18:2
PMC2874689	R04013	0	7	FA 18:2
PMC2874689	R04015	0	7	FA 18:2
PMC2878333	D00005	146	153	CoA 3:0
PMC2878333	D00007	262	269	CoA 3:0
PMC2878333	M04002	113	120	FA 13:0
PMC2878333	M09008	0	7	FA 16:0
PMC2995269	D00021	73	81	FA 4:0;2Me;3OH
PMC2995269	D00028	132	140	FA 4:0;2Me;3OH
PMC2995269	R01040	82	91	FA 8:0;COOH
PMC3035694	M07000	209	216	PC 13:0/13:0
PMC3035694	R04009	179	186	PC 36:4
PMC3040193	R05004	69	76	PC 38:4
PMC3040193	R05006	12	19	PC 38:4
PMC3040193	R05020	140	147	FA 22:2(13,16)
PMC3040193	R05024	180	187	FA 20:0
PMC3040193	R06006	81	88	PC 38:4
PMC3040193	R06011	0	7	PC 28:1
PMC3040193	R06011	9	16	PC 30:2
PMC3040193	R06011	21	28	PC 38:0
PMC3040193	R06012	0	7	PC 32:0
PMC3040193	R06012	12	19	PC 36:0
PMC3040193	R06012	144	151	PC 40:2
PMC3064854	D00021	131	137	FA 4:0
PMC3064854	R01042	27	33	FA 4:0
PMC3064854	R01062	80	86	FA 4:0
PMC3064854	R01074	86	92	FA 4:0
PMC3087804	D00033	117	124	PI 38:4
PMC3087804	R01008	248	255	PC 38:6
PMC3087804	R01008	239	246	PC 40:5
PMC3087804	R01008	230	237	PC 40:6
PMC3087804	R01008	293	300	PE 38:4
PMC3087804	R01008	284	291	PE 38:5
PMC3087804	R01008	275	282	PE 38:6
PMC3087804	R01008	266	273	PE 40:5
PMC3087804	R01008	257	264	PE 40:6
PMC3087804	R01012	99	106	TG 52:5
PMC3087804	R02003	125	134	ST 27:1;O
PMC3134066	A01013	200	206	FA 4:0
PMC3134066	M00014	130	137	FA 17:0
PMC3134066	M02001	130	137	FA 17:0
PMC3136924	M04011	0	9	ST 27:1;O
PMC3150939	D00007	0	7	PA 32:0
PMC3150939	D00010	0	7	PA 38:4
PMC3150939	R00011	5	12	PA 32:0
PMC3150939	R00018	93	100	PA 32:0
PMC3150939	R00021	63	70	PI 38:4
PMC3150939	R01005	75	82	PA 38:4
PMC3150939	R01005	87	94	PG 36:2
PMC3150939	R01006	0	7	PA 38:4
PMC3150939	R01006	101	108	PG 36:2
PMC3192752	A00005	80	89	ST 27:1;O
PMC3192752	M00000	54	63	ST 27:1;O
PMC3192752	R00000	73	82	ST 27:1;O
PMC3206149	A00006	179	187	LPA 16:0
PMC3206149	D00009	316	324	LPA 16:0
PMC3206149	D00009	316	324	LPA 16:0
PMC3206149	D00017	166	174	LPC 18:0
PMC3206149	D00021	68	76	LPA 16:0
PMC3206149	D00022	48	56	LPA 16:0
PMC3206149	D00022	48	56	LPA 16:0
PMC3206149	M01001	159	167	LPA 16:0/0:0
PMC3206149	M01001	169	177	LPA 17:0/0:0
PMC3206149	M01001	129	137	LPC 14:0/0:0
PMC3206149	M01001	139	147	LPC 15:0/0:0
PMC3206149	M01001	149	157	LPC 16:0/0:0
PMC3206149	M01001	179	187	LPC 18:0/0:0
PMC3206149	M01001	193	201	LPC 18:1/0:0
PMC3206149	M01003	22	29	FA 17:0
PMC3206149	M05000	0	8	LPA 16:0
PMC3206149	M05003	0	8	LPA 17:0
PMC3206149	M05004	22	30	LPA 16:0
PMC3206149	M05004	43	51	LPA 17:0
PMC3206149	M06003	103	110	FA 17:0
PMC3206149	M06013	71	78	FA 17:0
PMC3206149	R00027	39	47	LPC 14:0
PMC3206149	R00027	49	57	LPC 20:3
PMC3206149	R00027	63	71	LPC 22:6
PMC3206149	R00032	41	49	LPC 14:0
PMC3206149	R00032	51	59	LPC 16:0
PMC3206149	R00032	61	69	LPC 18:1
PMC3206149	R00032	71	79	LPC 20:2
PMC3206149	R00032	81	89	LPC 20:3
PMC3206149	R00032	91	99	LPC 20:4
PMC3206149	R00032	104	112	LPC 20:5
PMC3206149	R02003	39	47	LPC 14:0
PMC3206149	R02003	49	57	LPC 20:3
PMC3206149	R02003	63	71	LPC 22:6
PMC3206149	R03003	41	49	LPC 14:0
PMC3206149	R03003	51	59	LPC 16:0
PMC3206149	R03003	61	69	LPC 18:1
PMC3206149	R03003	71	79	LPC 20:2
PMC3206149	R03003	81	89	LPC 20:3
PMC3206149	R03003	91	99	LPC 20:4
PMC3206149	R03003	104	112	LPC 20:5
PMC3206149	R04008	47	55	LPC 14:0
PMC3206149	R04010	67	75	LPC 16:0
PMC3206149	R04011	66	74	LPC 16:0
PMC3206149	R04012	27	35	LPC 16:1
PMC3206149	R04013	28	36	LPC 18:0
PMC3206149	R04014	0	8	LPC 18:1
PMC3206149	R04015	28	36	LPC 18:2
PMC3206149	R04017	28	36	LPC 18:3
PMC3206149	R04018	28	36	LPC 20:4
PMC3206149	R06003	123	130	FA 17:0
PMC3206149	R06003	123	130	FA 17:0
PMC3206149	R06005	112	119	FA 24:0
PMC3206149	R06005	140	147	FA 24:1
PMC3206149	R06006	53	60	FA 24:0
PMC3206149	R06006	81	88	FA 24:1
PMC3206149	R06009	207	215	LPA 16:0
PMC3206149	R06009	207	215	LPA 16:0
PMC3206149	R06009	194	202	LPA 17:0
PMC3206149	R06009	114	122	LPC 24:0
PMC3206149	R06014	56	63	FA 15:0
PMC3206149	R06014	65	72	FA 20:4
PMC3206149	R06014	74	81	FA 22:6
PMC3206149	R06014	83	90	FA 24:0
PMC3206149	R06014	95	102	FA 24:1
PMC3206149	R09000	57	64	FA 15:0
PMC3206149	R09000	66	73	FA 20:4
PMC3206149	R09000	75	82	FA 22:6
PMC3206149	R09000	84	91	FA 24:0
PMC3206149	R09000	96	103	FA 24:1
PMC3206149	R10000	145	153	LPC 24:0
PMC3206149	R11001	37	45	LPA 16:0
PMC3206149	R11002	20	28	LPA 16:0
PMC3206149	R11006	90	98	LPA 16:0
PMC3264576	M00001	52	59	FA 13:0
PMC3264576	M02001	24	31	FA 13:0
PMC3271168	D00049	95	102	PS 40:5
PMC3271168	D00051	82	89	PI 18:0/20:4
PMC3271168	D00051	106	113	PS 18:0/22:4
PMC3271168	R00018	56	63	PS 40:4
PMC3271168	R00021	206	213	PI 38:4
PMC3271168	R00021	183	190	PS 40:4
PMC3271168	R01012	222	229	FA 20:4
PMC3271168	R01012	195	202	PI 36:4
PMC3271168	R01012	147	154	PI 38:4
PMC3271168	R01012	99	106	PS 36:1
PMC3271168	R01012	171	178	PS 40:4
PMC3271168	R01012	123	130	PS 40:6
PMC3279728	D00036	124	131	FA 22:6
PMC3321123	D00024	39	48	FA 20:4;12OH
PMC3321123	D00025	240	247	FA 20:5
PMC3321123	D00026	143	150	FA 22:6
PMC3321123	D00026	93	100	FA 20:5
PMC3321123	D00027	25	32	FA 20:5
PMC3321123	M02005	242	250	LPC 13:0/0:0
PMC3321123	M02012	168	179	Cer 18:1;O2/17:0
PMC3321123	M02012	141	148	DG 14:0_12:0
PMC3321123	M02012	132	139	PC 19:0/19:0
PMC3321123	M02012	123	130	PE 17:0/17:0
PMC3321123	M02012	111	121	SM 18:1;O2/6:0
PMC3321123	M02012	150	157	TG 13:0/13:0/13:0
PMC3321123	M02012	159	166	TG 17:0/17:0/17:0
PMC3334549	M03015	239	250	Cer 18:1;O2/17:0
PMC3334549	M03015	128	136	LPC 17:0/0:0
PMC3334549	M03015	211	218	PC 17:0/17:0
PMC3334549	M03015	295	302	PE 17:0/17:0
PMC3334549	M03015	339	346	TG 17:0/17:0/17:0
PMC3334549	M03016	60	68	LPC 17:0/0:0
PMC3334549	M03016	97	104	PC 17:0/17:0
PMC3334549	M03016	153	160	TG 17:0/17:0/17:0
PMC3334549	R00019	0	8	LPC 16:0
PMC3334549	R00019	13	21	LPC 18:0
PMC3334549	R01017	80	88	LPC 18:0
PMC3334549	R01023	36	44	LPC 18:0
PMC3392268	A00002	51	60	ST 27:1;O
PMC3392268	M00000	54	63	ST 27:1;O
PMC3392268	R00027	30	39	ST 27:1;O
PMC3392268	R02011	30	39	ST 27:1;O
PMC3394708	R00030	13	19	FA 9:0
PMC3419576	D00012	133	141	LPC 16:0
PMC3419576	D00012	113	121	LPC 18:0
PMC3419576	D00012	123	131	LPC 18:1
PMC3419576	D00039	225	233	LPC 16:0
PMC3419576	D00039	235	243	LPC 18:0
PMC3426673	A00004	136	143	FA 22:6
PMC3426673	A00004	124	131	FA 20:5
PMC3426673	A00007	109	118	FA 20:5;OH
PMC3426673	A00007	95	104	FA 20:4;OH
PMC3426673	A02000	29	38	FA 20:5;OH
PMC3426673	A02000	18	27	FA 20:4;OH
PMC3426673	R00015	64	73	FA 20:4;OH
PMC3426673	R00015	64	73	FA 20:4;OH
PMC3426673	R01013	81	90	FA 20:4;OH
PMC3426673	R01015	147	157	FA 20:4;OOH
PMC3426673	R01015	180	190	FA 18:2;OOH
PMC3426673	R01015	147	157	FA 20:4;OOH
PMC3426673	R01027	164	173	FA 20:4;OH
PMC3426673	R03006	81	90	FA 20:4;OH
PMC3426673	R03009	0	10	FA 20:4;OOH
PMC3426673	R03009	33	43	FA 18:2;OOH
PMC3426673	R03009	0	10	FA 20:4;OOH
PMC3426673	R05007	164	173	FA 20:4;OH
PMC3426673	R06008	103	113	FA 20:3;(OH)2
PMC3426673	R06008	151	161	FA 20:4;(OH)2
PMC3426673	R06018	48	58	FA 20:3;(OH)2
PMC3426673	R06018	48	58	FA 20:3;(OH)2
PMC3426673	R06018	48	58	FA 20:3;(OH)2
PMC3426673	R06018	48	58	FA 20:3;(OH)2
PMC3426673	R07005	112	121	FA 20:4;OH
PMC3426673	R07005	112	121	FA 20:4;OH
PMC3426673	R07006	17	26	FA 20:4;OH
PMC3426673	R07006	17	26	FA 20:4;OH
PMC3426673	R07008	35	44	FA 20:4;OH
PMC3426673	R07009	96	105	FA 20:4;OH
PMC3426673	R07010	310	319	FA 20:4;OH
PMC3426673	R07012	53	62	FA 20:4;OH
PMC3426673	R07013	95	104	FA 20:5;OH
PMC3426673	R07013	27	36	FA 20:4;OH
PMC3426673	R07013	95	104	FA 20:5;OH
PMC3426673	R07013	27	36	FA 20:4;OH
PMC3426673	R07015	16	25	FA 20:5;OH
PMC3426673	R07015	16	25	FA 20:5;OH
PMC3426673	R07017	87	96	FA 20:5;OH
PMC3426673	R07018	76	83	FA 20:5
PMC3446261	M01003	156	163	FA 13:0
PMC3493305	M02005	123	132	ST 27:1;O
PMC3568070	A04002	44	53	FA 20:4;OH
PMC3568070	D00001	51	60	FA 20:4;OH
PMC3568070	D00002	69	78	FA 20:4;OH
PMC3568070	M01000	241	250	FA 20:4;15OH
PMC3568070	M01000	334	341	FA 22:6
PMC3568070	M01003	16	25	FA 22:6;17OH
PMC3568070	M01004	12	21	FA 20:4;OH
PMC3568070	M01004	12	21	FA 20:4;15OH
PMC3568070	M01004	223	230	FA 22:6
PMC3568070	M01009	32	42	FA 20:4;(OH)2
PMC3568070	M01015	168	177	FA 20:4;OH
PMC3568070	M01015	168	177	FA 20:4;OH
PMC3568070	M01017	35	44	FA 20:4;OH
PMC3568070	R00008	124	131	FA 22:6
PMC3568070	R00010	61	70	FA 20:4;15OH
PMC3568070	R00021	7	16	FA 20:4;OH
PMC3590212	A00004	196	205	FA 20:3;Ep
PMC3590212	A00005	135	144	FA 18:2;OH
PMC3590212	D00036	52	61	FA 20:4;15OH
PMC3590212	D00037	188	198	FA 20:3;(OH)2
PMC3590212	D00037	188	198	FA 20:3;11OH,12OH
PMC3590212	D00041	42	52	FA 20:3;(OH)2
PMC3590212	D00041	106	115	FA 20:3;Ep
PMC3590212	D00041	184	193	FA 18:2;9OH
PMC3590212	D00041	271	280	FA 18:2;9oxo
PMC3590212	D00042	66	75	FA 18:2;OH
PMC3590212	D00045	47	56	FA 20:3;Ep
PMC3590212	D00046	143	152	FA 18:2;OH
PMC3590212	R01014	58	68	FA 20:3;(OH)2
PMC3590212	R01014	58	68	FA 20:3;11OH,12OH
PMC3590212	R01014	163	172	FA 20:4;15OH
PMC3590212	R01014	83	92	FA 18:2;9OH
PMC3590212	R01014	107	116	FA 18:2;9oxo
PMC3590212	R01015	30	37	FA 20:5
PMC3596408	D00002	227	234	FAL 7:0
PMC3596408	D00002	239	246	FAL 3:0
PMC3596408	D00003	68	74	FA 4:0
PMC3596408	D00003	87	93	FA 6:0
PMC3596408	D00003	76	82	FA 5:0
PMC3596408	D00003	60	66	FA 3:0
PMC3596408	D00005	125	132	FA 10:0
PMC3596408	D00007	124	130	FA 3:0
PMC3596408	D00012	164	170	FA 3:0
PMC3596894	R04007	0	9	ST 27:1;O
PMC3601443	A00000	0	9	FA 20:4;20OH
PMC3601443	A01001	85	94	FA 20:4;OH
PMC3601443	A01002	100	109	FA 20:4;OH
PMC3601443	A02001	53	62	FA 20:4;OH
PMC3601443	A02002	9	18	FA 20:4;OH
PMC3601443	A03000	99	108	FA 20:4;OH
PMC3601443	A04000	0	9	FA 20:4;OH
PMC3601443	A04000	0	9	FA 20:4;20OH
PMC3601443	A05006	31	40	FA 20:4;OH
PMC3601443	A05007	0	9	FA 20:4;OH
PMC3601443	A05008	131	140	FA 20:4;OH
PMC3601443	A05009	66	75	FA 20:4;OH
PMC3601443	A05010	57	66	FA 20:4;OH
PMC3601443	D00000	117	126	FA 20:4;OH
PMC3601443	D00000	117	126	FA 20:4;OH
PMC3601443	D00000	117	126	FA 20:4;OH
PMC3601443	D00001	103	112	FA 20:4;OH
PMC3601443	D00001	103	112	FA 20:4;OH
PMC3601443	D00004	151	160	FA 20:4;OH
PMC3601443	D00009	74	83	FA 20:4;OH
PMC3601443	D00010	0	9	FA 20:4;OH
PMC3601443	D00010	0	9	FA 20:4;OH
PMC3601443	D00011	140	149	FA 20:4;OH
PMC3601443	D00012	40	49	FA 20:4;OH
PMC3601443	D00012	40	49	FA 20:4;OH
PMC3601443	D00013	95	104	FA 20:4;OH
PMC3601443	D00014	124	133	FA 20:4;OH
PMC3601443	M01000	9	18	FA 20:4;OH
PMC3601443	M02001	0	9	FA 20:4;OH
PMC3601443	M05002	241	250	FA 20:4;OH
PMC3601443	M05007	159	168	FA 20:4;OH
PMC3601443	M05007	159	168	FA 20:4;OH
PMC3601443	M06002	75	84	FA 20:4;OH
PMC3601443	R00000	80	89	FA 20:4;OH
PMC3601443	R01000	63	72	FA 20:4;OH
PMC3601443	R02000	80	89	FA 20:4;OH
PMC3601443	R02001	124	133	FA 20:4;OH
PMC3601443	R02004	123	132	FA 20:4;OH
PMC3601443	R03000	21	30	FA 20:4;OH
PMC3601443	R03003	0	9	FA 20:4;OH
PMC3615021	R02002	271	278	FA 20:0
PMC3616116	M03002	0	9	ST 27:1;O
PMC3650341	A00009	45	53	LPC 16:1
PMC3650341	D00016	133	141	LPC 16:0
PMC3650341	D00035	88	96	LPC 16:0
PMC3650341	D00035	108	116	LPC 16:1
PMC3650341	D00035	98	106	LPC 18:0
PMC3650341	D00038	37	45	LPC 16:1
PMC3650341	R00089	120	128	LPC 16:0
PMC3650341	R00089	110	118	LPC 16:1
PMC3650341	R00089	100	108	LPC 18:0
PMC3650341	R00116	23	31	LPC 16:1
PMC3650341	R07007	120	128	LPC 16:0
PMC3650341	R07007	110	118	LPC 16:1
PMC3650341	R07007	100	108	LPC 18:0
PMC3650341	R09002	23	31	LPC 16:1
PMC3655955	D00019	16	25	FA 21:0;5oxo
PMC3655955	D00027	35	44	FA 21:0;5oxo
PMC3655955	D00044	58	67	FA 21:0;5oxo
PMC3655955	R01007	43	52	FA 21:0;5oxo
PMC3655987	R01014	96	102	FA 3:0
PMC3661207	A02003	0	9	ST 27:1;O
PMC3661207	R01001	0	9	ST 27:1;O
PMC3663699	R02008	48	57	PE P-18:0/20:4(5Z,8Z,11Z,14Z)
PMC3663699	R02013	54	61	PI 18:0/20:4(5Z,8Z,11Z,14Z)
PMC3663699	R02020	54	61	PI 18:0/20:4(5Z,8Z,11Z,14Z)
PMC3686146	A00005	161	168	PC 16:0
PMC3686146	R02010	691	698	PC 16:0
PMC3686146	R02031	59	67	LPC 18:0
PMC3719870	D00030	67	76	FA 20:0;3OH
PMC3719870	D00033	153	165	CerP 18:1;O2/12:0
PMC3719870	D00033	139	147	LPC 20:1
PMC3719870	D00033	126	134	LPC 20:4
PMC3719870	D00033	170	177	PE 20:4/18:1
PMC3726671	D00012	121	128	PC 38:4
PMC3726671	D00012	112	119	PC 40:6
PMC3726671	D00012	103	110	PC 40:7
PMC3726671	D00012	137	147	SM 36:3;O2
PMC3726671	D00016	17	27	SM 36:3;O2
PMC3726671	D00019	139	149	SM 18:1;O2/18:2
PMC3726671	D00019	139	149	SM 18:2;O2/18:1
PMC3726671	D00023	281	292	Cer 18:2;O2/18:1
PMC3726671	D00024	46	56	SM 18:2;O2/18:1
PMC3726671	D00028	20	30	SM 18:2;O2/18:1
PMC3726671	D00030	143	150	PC 38:4
PMC3726671	D00030	50	57	PC 40:6
PMC3726671	D00030	62	69	PC 40:7
PMC3726671	D00050	106	113	PC 38:4
PMC3726671	D00050	249	256	PC 40:7
PMC3726671	D00050	249	256	PC 40:7
PMC3726671	D00053	37	44	PC 40:7
PMC3726671	D00055	59	66	PC 44:9
PMC3726671	D01002	12	22	SM 18:2;O2/18:1
PMC3726671	M04000	152	163	Cer 18:1;O2/17:0
PMC3726671	M04000	174	181	PA 17:0/17:0
PMC3726671	M04000	115	123	LPC 17:0/0:0
PMC3726671	M04000	125	132	PC 17:0/17:0
PMC3726671	M04000	23	30	PC 18:0/18:2
PMC3726671	M04000	23	30	PC 18:0/18:2
PMC3726671	M04000	97	104	PC 18:0/20:4
PMC3726671	M04000	106	113	PC 18:0/22:6
PMC3726671	M04000	134	141	PE 17:0/17:0
PMC3726671	M04000	143	150	PG 17:0/17:0
PMC3726671	M04000	165	172	PS 17:0/17:0
PMC3726671	M04001	38	45	DG 17:0/17:0/0:0
PMC3726671	M04001	21	28	MG 17:0/0:0/0:0
PMC3726671	M04001	47	54	TG 17:0/17:0/17:0
PMC3726671	M05013	88	99	Cer 18:1;O2/17:0
PMC3726671	M05013	144	151	DG 17:0/17:0/0:0
PMC3726671	M05013	127	134	MG 17:0/0:0/0:0
PMC3726671	M05013	110	117	PA 17:0/17:0
PMC3726671	M05013	51	59	LPC 17:0/0:0
PMC3726671	M05013	61	68	PC 17:0/17:0
PMC3726671	M05013	70	77	PE 17:0/17:0
PMC3726671	M05013	79	86	PG 17:0/17:0
PMC3726671	M05013	101	108	PS 17:0/17:0
PMC3726671	M05013	156	163	TG 17:0/17:0/17:0
PMC3726671	M05022	20	27	PC 18:0/18:2
PMC3726671	M05022	20	27	PC 18:0/18:2
PMC3726671	M05022	88	95	PC 18:0/20:4
PMC3726671	M05022	101	108	PC 18:0/22:6
PMC3726671	M05031	80	90	SM 36:2;O2
PMC3726671	M05031	80	90	SM 36:2;O2
PMC3726671	M05033	78	85	PC 18:0/20:4
PMC3726671	M05033	90	97	PC 18:0/22:6
PMC3726671	M05033	69	76	PC 18:1/18:1
PMC3726671	M05035	0	7	PC 18:1/20:3
PMC3726671	M05035	12	19	PC 18:1/22:5
PMC3726671	M05036	0	7	PC 18:1/22:6
PMC3726671	M05036	46	56	SM 18:1;O2/18:2
PMC3726671	M05037	73	80	PC 18:1/20:3
PMC3726671	M05037	82	89	PC 18:1/22:5
PMC3726671	M05037	91	98	PC 18:1/22:6
PMC3726671	M05037	103	113	SM 18:1;O2/18:2
PMC3726671	M05038	66	73	PC 18:0/20:4
PMC3726671	M05038	54	61	PC 18:0/22:6
PMC3726671	M05041	30	37	PC 18:1/20:3
PMC3726671	M05041	30	37	PC 38:4
PMC3726671	M05044	28	35	PC 18:0/20:4
PMC3726671	M05044	28	35	PC 38:4
PMC3726671	M05045	47	54	PC 18:1/22:5
PMC3726671	M05045	47	54	PC 20:2/20:4
PMC3726671	M05045	47	54	PC 40:6
PMC3726671	M05046	90	97	PC 18:1/22:5
PMC3726671	M05046	90	97	PC 20:2/20:4
PMC3726671	M05048	28	35	PC 18:0/22:6
PMC3726671	M05048	28	35	PC 40:6
PMC3726671	M05049	23	30	PC 18:1/22:6
PMC3726671	M05049	23	30	PC 40:7
PMC3726671	M05050	49	56	PC 40:7
PMC3726671	M05052	29	39	SM 36:3;O2
PMC3726671	M05053	28	35	PC 44:9
PMC3726671	M06000	21	28	PC 18:0/18:2
PMC3726671	M06000	21	28	PC 18:0/18:2
PMC3726671	M06000	89	96	PC 18:0/20:4
PMC3726671	M06000	102	109	PC 18:0/22:6
PMC3726671	M06009	80	90	SM 36:2;O2
PMC3726671	M06009	80	90	SM 36:2;O2
PMC3726671	M06011	78	85	PC 18:0/20:4
PMC3726671	M06011	90	97	PC 18:0/22:6
PMC3726671	M06011	69	76	PC 18:1/18:1
PMC3726671	M06013	0	7	PC 18:1/20:3
PMC3726671	M06013	12	19	PC 18:1/22:5
PMC3726671	M06014	0	7	PC 18:1/22:6
PMC3726671	M06014	46	56	SM 18:1;O2/18:2
PMC3726671	M06015	73	80	PC 18:1/20:3
PMC3726671	M06015	82	89	PC 18:1/22:5
PMC3726671	M06015	91	98	PC 18:1/22:6
PMC3726671	M06015	103	113	SM 18:1;O2/18:2
PMC3726671	M06016	66	73	PC 18:0/20:4
PMC3726671	M06016	54	61	PC 18:0/22:6
PMC3726671	M06019	30	37	PC 18:1/20:3
PMC3726671	M06019	30	37	PC 38:4
PMC3726671	M06022	28	35	PC 18:0/20:4
PMC3726671	M06022	28	35	PC 38:4
PMC3726671	M06023	47	54	PC 18:1/22:5
PMC3726671	M06023	47	54	PC 20:2/20:4
PMC3726671	M06023	47	54	PC 40:6
PMC3726671	M06024	90	97	PC 18:1/22:5
PMC3726671	M06024	90	97	PC 20:2/20:4
PMC3726671	M06026	28	35	PC 18:0/22:6
PMC3726671	M06026	28	35	PC 40:6
PMC3726671	M06027	23	30	PC 18:1/22:6
PMC3726671	M06027	23	30	PC 40:7
PMC3726671	M06028	49	56	PC 40:7
PMC3726671	M06030	29	39	SM 36:3;O2
PMC3726671	M06031	28	35	PC 44:9
PMC3726671	R02019	9	19	SM 36:3;O2
PMC3726671	R02034	29	36	PC 40:7
PMC3726671	R02034	14	24	SM 36:3;O2
PMC3726671	R02037	0	7	PC 40:7
PMC3726671	R02037	16	26	SM 36:3;O2
PMC3726671	R02040	76	83	PC 40:7
PMC3726671	R02040	61	71	SM 36:3;O2
PMC3734953	M00003	259	266	FA 17:0
PMC3734953	M00004	178	189	Cer 18:1;O2/17:0
PMC3734953	R00014	154	161	TG 17:2/17:2/18:0
PMC3734953	R00024	119	126	PC 19:0/15:1
PMC3734953	R00024	95	105	SM(1) 18:0;3OH/16:0
PMC3734953	R00025	21	28	PE 20:3/18:1
PMC3734953	R00026	22	33	Cer 18:0;O2/24:1
PMC3734953	R00026	52	59	TG 17:2/17:2/18:0
PMC3734953	R00062	112	119	PC 19:0/15:1
PMC3734953	R01009	154	161	TG 17:2/17:2/18:0
PMC3734953	R01019	119	126	PC 19:0/15:1
PMC3734953	R01019	95	105	SM(1) 18:0;3OH/16:0
PMC3734953	R01020	21	28	PE 20:3/18:1
PMC3734953	R01021	22	33	Cer 18:0;O2/24:1
PMC3734953	R01021	52	59	TG 17:2/17:2/18:0
PMC3734953	R03024	112	119	PC 19:0/15:1
PMC3734953	R05017	39	46	TG 17:2/17:2/18:0
PMC3734953	R05018	75	82	PC 19:0/15:1
PMC3734953	R05026	25	32	PC 19:0/15:1
PMC3734953	R05026	65	72	PE 20:3/18:1
PMC3734953	R05027	24	35	Cer 18:0;O2/24:1
PMC3734953	R05027	72	79	TG 17:2/17:2/18:0
PMC3734953	R05027	47	54	TG 17:2/17:2/18:2
PMC3734953	R06010	39	46	TG 17:2/17:2/18:0
PMC3734953	R06011	75	82	PC 19:0/15:1
PMC3734953	R06019	25	32	PC 19:0/15:1
PMC3734953	R06019	65	72	PE 20:3/18:1
PMC3734953	R06020	24	35	Cer 18:0;O2/24:1
PMC3734953	R06020	72	79	TG 17:2/17:2/18:0
PMC3734953	R06020	47	54	TG 17:2/17:2/18:2
PMC3734953	R09030	278	287	FA 20:0;3OH
PMC3734953	R09030	269	276	FA 16:0
PMC3735522	R02007	18	24	FA 3:0
PMC3741366	A00003	209	216	FA 22:6
PMC3741366	A00003	191	198	FA 20:5
PMC3741366	D00031	75	84	FA 20:4;OH
PMC3741366	D00033	20	30	FA 20:4(6,8,10,14);(OH)2
PMC3741366	D00034	28	38	FA 20:4(6,8,10,14);(OH)2
PMC3741366	M06024	762	771	FA 20:4;OH
PMC3741366	M06024	338	347	FA 20:5;OH
PMC3741366	M06024	762	771	FA 20:4;OH
PMC3741366	M06024	240	249	FA 18:2;OH
PMC3741366	M06024	338	347	FA 20:5;OH
PMC3741366	M06024	762	771	FA 20:4;OH
PMC3741366	M06024	338	347	FA 20:5;OH
PMC3741366	M06024	762	771	FA 20:4;OH
PMC3741366	M06024	338	347	FA 20:5;OH
PMC3741366	M06024	762	771	FA 20:4;OH
PMC3741366	M06024	762	771	FA 20:4;OH
PMC3741366	M06024	240	249	FA 18:2;OH
PMC3741366	M10007	762	771	FA 20:4;OH
PMC3741366	M10007	338	347	FA 20:5;OH
PMC3741366	M10007	762	771	FA 20:4;OH
PMC3741366	M10007	240	249	FA 18:2;OH
PMC3741366	M10007	338	347	FA 20:5;OH
PMC3741366	M10007	762	771	FA 20:4;OH
